year,kode urusan,urusan,skpd/ukpd,prorgram,kegiatan,dpa
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO ORGANISASI Dan TATA LAKSANA,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Penyusunan Laporan Penyelenggaraan Pemerintah Daerah Provinsi DKI Jakarta Tahun 2012,"200,000,000"
2013,1.23,STATISTIK,BADAN PERENCANAAN PEMBANGUNAN DAERAH,Program pengembangan Statistik Daerah,Up Dating RW Kumuh,"500,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKPUS,Program pembangunan fasilitas perhubungan,"EMERGENCY PEMELIHARAAN / PENINGKATAN JPO WILAYAH JAKARTA PUSAT

","200,000,000"
2013,2.06,PERDAGANGAN,DINAS PERINDUSTRIAN Dan ENERGI,Program pengembangan strategi industri kecil dan menengah,Pengembangan klaster IKM Unggulan,"100,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan - Kep. Seribu,Program pendidikan luar biasa,Bimbingan Teknis Guru Layanan Khusus Tingkat Kabupaten,"91,395,500"
2013,2.06,PERDAGANGAN,UPT Balai Tekstil,Program peningkatan kualitas produk sentra industri,Partisipasi Pengembangan Teknis TPT,"102,000,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Penunjang Kegiatan Kerumahtanggaan Sudin Perizinan Bangunan,"35,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Tata Air - JAKUT,Pengendali banjir,Kegiatan Pengawasan Tahun 2013 Zona I,"562,500,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,DINAS KEPENDUDUKAN Dan PENCATATAN SIPIL,Program pengawasan dan penegakan peraturan kependudukan,Penelusuran dan Penyelesaian Kasus-Kasus Pelayanan Administrasi Kependudukan,"40,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKPUS,Program kesehatan reproduksi remaja,Penyelenggaraan Gelar Kreativitas Penyiapan Kehidupan Berkeluarga bagi Remaja,"60,000,000"
2013,2.04,PARIWISATA,UPT Graha Wisata,"2. Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pariwisata",Penyediaan bahan pakai habis (2 jenis),"135,000,000"
2013,1.17,KEBUDAYAAN,Balai Konservasi,4. Program pengelolaan kekayaan budaya,Konservasi Koleksi Material Kain,"100,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Kebersihan - JAKPUS,Program peningkatan kinerja pengelolaan persampahan,Mobilisasi petugas untuk pelayanan kebersihan kota,"1,000,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 4,Program peningkatan sarana prasarana sosial,Pemeliharaan Panti Sosial,"50,250,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKSEL,Program peningkatan keberdayaan masyarakat kelurahan,Penguatan Kapasitas Pokja Profil Kelurahan,"85,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR,Program pembangunan sarana dan prasarana Pemberdayaan Masyarakat dan Desa (RW),PENYEDIAAN JASA INTERNET,"12,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",Puslatdikjur Jakarta Timur,Program kerjasama polisi komunitas,Pelatihan Peningkatan Kemampuan Satuan Pengamanan Kantor,"35,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKSEL,Program Pemberdayaan Perempuan dalam ekonomi keluarga dan masyarakat,Pembinaan dan Evaluasi Gerakan Sayang Ibu (GSI),"100,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Barat,Program peningkatan mutu pendidikan,Pelatihan Penerapan dan Dokumen QMS LSP,"85,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P","Sudin Peternakan, Perikanan dan Kelautan - JAKUT","Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan",Pemeliharaan sarana penunjang kantor,"50,000,000"
2013,1.03,PEKERJAAN UMUM,DINAS PERUMAHAN DAN GEDUNG PEMDA,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,"Belanja Makan, Minuman Rapat dan Transport","450,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Utara,Program peningkatan mutu pendidikan,Workshop Penyusunan Pedoman Pelatihan Guru SMK Produktif,"81,135,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKUT,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,"Pemeliharaan/Perawatan Pencahayaan Kota Periode Januari s/d Juni 2013 Kecamatan Pademangan Jakarta Utara 

","300,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - Kep. Seribu,10. Program peningkatan sarana dan prasarana Pariwisata,Pengadaan Printer,"30,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Pengembangan Industri,Program peningkatan kualitas dan produktivitas tenaga kerja,Pelatihan Otomotif Kendaraan Ringan,"275,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Insan Bangun Daya 1,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyusunan Laporan Keuangan Berbasis SAP dan SAK Panti Sosial,"10,400,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKPUS,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,Penyediaan Jasa Pengamanan Gedung Kantor,"75,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,DINAS PERINDUSTRIAN Dan ENERGI,Program Pemeliharaan dan Operasional Penerangan Jalan dan Sarana Umum Kota,"Pengadaan Komponen untuk Pemeliharaan Penerangan Lampu High Mass Pole (HMP)

","3,000,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Balai Pengujian Mutu Dan Pengolahan Hasil Perikanan,Program penerbitan sertifikat mutu ekspor,"Jaminan Mutu Hasil Pengujian Laboratorium sebagai persyaratan ISO /IEC 17025 : 2008

","190,000,000"
2013,1.05,PENATAAN RUANG,DINAS TATA RUANG DAN PERTANAHAN,Program Peningkatan Pelayanan Ketatakotaan,Kompilasi Peta Hasil Updating Wilayah,"300,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Peternakan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Penunjang Operasional Kantor,"150,000,000"
2013,1.17,KEBUDAYAAN,Museum Bahari,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Penyediaan Jasa Kebersihan Kantor (Cleaning Service),"1,800,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKSEL,Program wajib belajar 12 tahun,Penyediaan Biaya Operasional Pendidikan (BOP) SDN/MIN,"127,113,600,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Laboratorium Kesehatan Masyarakat Veteriner,Program pencegahan dan penanggulangan penyakit ternak,Operasional kegiatan pengambilan sampel dan pengujian Laboratorium Fisikokimiawi,"81,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKPUS,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,"Penyediaan Jasa Komunikasi, Listrik dan Internet","162,613,440"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kependudukan dan Catatan Sipil,"Penyusunan Laporan Kinerja

","29,896,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program peningkatan keberdayaan masyarakat kelurahan,Rakortek Pengembangan dan Pemanfaatan Teknologi Tepat Guna,"49,500,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKPUS,Program pembinaan peran serta masyarakat dalam pelayanan KB/KR yang mandiri,Peningkatan Peranserta Institusi Masyarakat Perkotaan dalam Program KB,"141,500,000"
2013,1.03,PEKERJAAN UMUM,Sudin Perindustrian Dan Energi - JAKUT,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,"Pengadaan Barang Inventaris 

","150,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan dan Pencatatan Sipil - JAKPUS,Program Sistem Informasi Administrasi Kependudukan (SIAK),Update Data Penduduk Jakarta Pusat,"114,600,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Menteng - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,"Penyediaan Jasa Telekomunikasi, Sumber Daya Air, Listrik dan Internet (TALI)

","355,845,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKBAR,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,Pelatihan Program Bela Negara Tingkat Kota Adm. Jakarta Barat,"100,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 6,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,"Penyediaan Jasa Telepon, Air, Listrik dan Internet (TALI)","211,800,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Peternakan dan Perikanan - JAKSEL,Program pencegahan dan penanggulangan penyakit ternak,Penyempurnaan Pembangunan RPU Petukangan Utara,"750,000,000"
2013,2.06,PERDAGANGAN,Pusat Perkayuan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perdagangan dan Perindustrian","Bimbingan Teknis Pengeringan, Pengawetan dan Pengolahan Kayu","100,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKUT",Program peningkatan sarana dan prasarana Komunikasi dan Informatika,Pengadaan Software Non-Operating System Berlisensi,"155,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Timur,Program peningkatan sarana prasarana ketenagakerjaan,Penyediaan Peralatan Pelatihan Teknologi Mekanik,"95,080,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Utara,Program peningkatan mutu pendidikan,Pelatihan dan Praktik Siswa SMK Kompetensi Keahlian Teknik Komputer dan Jaringan,"183,960,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKBAR,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pembangunan lapangan bulutangkis Sekretariat RW 01 Kel. Rawa Buaya,"75,000,000"
2013,1.01,PENDIDIKAN,PPGTK,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pengembangan wawasan Pegawai PPGTK,"50,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pemutahiran Data Nomor Unik Pendidik dan Tenaga Kependidikan ( NUPTK ) Jakarta Barat,"119,333,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKUT,Program Peningkatan Kualitas dan Perbaikan Kampung (Dedicated),Perbaikan Jalan Lingkungan  RW.01 Kel. Marunda Kec. Cilincing,"255,000,000"
2013,1.21,KETAHANAN PANGAN,Balai Proteksi Tanaman,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Pelatihan TOT SLPHT bagi Petugas POPT dan Perlindungan,"111,300,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKBAR,Program pengelolaan perencanaan pembangunan daerah,Penetapan Kinerja SKPD/UKPD Kota Administrasi Jakarta Barat,"100,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",SEKRETARIAT DAERAH,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Rekonsiliasi dalam rangka melaksanakan penyesuaian atas transaksi-transaksi pada akhir tahun anggaran 2012,"200,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah   - JAKTIM,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pendidikan","Biaya Ujian Sekolah SMK

","2,040,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKTIM,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,Apresiasi dalam Rangka Hari Keluarga Tingkat Nasional,"75,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKSEL,3. Program pengembangan destinasi pariwisata,Penyelenggaraan Pemilihan Abang dan None Jakarta Selatan,"750,000,000"
2013,2.06,PERDAGANGAN,UPT Balai Metrologi,Program peningkatan promosi dan pengembangan ekspor,Partisipasi pameran bulan mutu BSN - KAN,"50,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program pembangunan sarana dan prasarana Pemberdayaan Masyarakat dan Desa (RW),Penghapusan Barang Inventaris Kantor,"27,612,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKPUS,Program peningkatan kualitas dan produktivitas tenaga kerja,"Pelatihan Kelompok Usaha Steam Mobil dan Motor di RW 06, Kel Paseban","570,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKBAR,Peningkatan sarana dan prasarana Pekerjaan Umum,Pemeliharaan Rutin Berkala Peralatan Kantor,"25,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Balai Pengujian Mutu Dan Pengolahan Hasil Perikanan,"Program penerapan kaidah good governance dalam penyelenggaraan urusan Perikanan, Kelautan, dan Peternakan","Kegiatan Piket Pelayanan Hari Libur dan Hari Besar 

","75,000,000"
2013,1.24,KEARSIPAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program penyelamatan arsip daerah,Digitalisasi Arsip,"250,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - Kep. Seribu,10. Program peningkatan sarana dan prasarana Pariwisata,"Pengadaan Perlengkapan Rumah Tangga di Sarana Pariwisata

","52,750,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P","Sudin Peternakan, Perikanan dan Kelautan - JAKUT",Program pemberdayaan masyarakat dalam pengawasan dan pengendalian sumberdaya kelautan,Gerakan laut bersih dan restocking,"150,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKSEL,Program Pemberdayaan Perempuan dalam ekonomi keluarga dan masyarakat,Pembinaan dan Evaluasi Peningkatan Peran Wanita Menuju Keluarga Sehat Sejahter (P2WKSS),"100,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Pusat Teknologi Produksi Dan Pengolahan Hasil Peternakan,Program peningkatan produksi hasil peternakan,Pemeliharaan dan Perawatan Ternak Unggas dan Ruminansia,"370,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,UPT Balai Pendidikan Dan Pelatihan KUMKM dan Perdagangan,Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Penyedian Uang Perjalanan Kegiatan Dalam Kota,"40,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKPUS,Program peningkatan sarana dan prasarana Perumahan Rakyat,"Pengadaan Komputer PC

","30,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Timur,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pemeliharaan Jaringan Listrik,"93,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKTIM",Program pembinaan kewirausahaan dan keunggulan UKM,Gelar Pasar Rakyat,"200,000,000"
2013,1.07,PERHUBUNGAN,Unit Pengelola Angkutan Sekolah,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perhubungan",Pembangunan Halte Bus Sekolah Rute Zonasi 1 ( Peta Barat  ),"189,000,000"
2013,1.02,KESEHATAN,DINAS KESEHATAN,Program peningkatan sarana dan prasarana Puskesmas,"DED Kelurahan Pejaten Timur, Kec. Pasar Minggu","300,000,000"
2013,1.03,PEKERJAAN UMUM,DINAS PERINDUSTRIAN Dan ENERGI,"Program penelitian tentang geologi, geofisik dan geokimia",evaluasi penurunan tanah dengan 3 sumur dalam,"110,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB","Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Masyarakat.",Kegiatan PNPM Mandiri Perkotaan dalam BOP Tingkat Provinsi,"225,000,000"
2013,1.08,LINGKUNGAN HIDUP,Pusat Pelayanan Peredaran Hasil Hutan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,Rapat Koordinasi Pusat Pelayanan Peredaran Hasil Hutan,"9,000,000"
2013,1.02,KESEHATAN,BLUD RS Cengkareng,Program peningkatan sarana dan prasarana Kesehatan,Pembuatan Sistem Informasi manajemen RS (SIMRS),"1,500,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKSEL,Program pembangunan fasilitas perhubungan,"Pembangunan Cermin Lalu Lintas Wilayah Zona IV (Kec. Cilandak, Kec. Jagakarsa)","50,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKBAR,Program pengembangan perpustakaan Jakarta,Bimbingan Teknis Pengelolaan Perpustakaan,"100,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKUT,Program Pengembangan Penerangan Jalan dan Sarana Umum,Pembangunan/Peningkatan Kualitas Penerangan Jalan MHT/Lingkungan di Kec. Penjaringan,"570,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Selatan,Program peningkatan sarana prasarana ketenagakerjaan,Pemeliharaan Gedung/Kantor,"200,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKSEL,Program pengembangan model operasional BKB (Bina Keluarga Balita)-Posyandu,Monitoring Kegiatan BKB-Posyandu Tk. Kota Kantor KB Jaksel,"15,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,"Pengendalian Angkutan Lebaran, Natal dan Tahun Baru 2013","150,000,000"
2013,1.02,KESEHATAN,BLUD AKPER Jayakarta,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Penyediaan Bahan Pakai Habis,"91,370,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKUT,Program pembangunan dan pemeliharaan taman kota,"Pembangunan Taman Interaktif RW 010 Kel. Rawa Badak Utara

","150,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program penerapan kaidah good governance dalam penyelenggaraan urusan Pemberdayaan Masyarakat Dan Desa (RW),Temu Konsultasi PPLKB dan PKB Tk.Provinsi,"240,686,500"
2013,1.03,PEKERJAAN UMUM,Sudin PU Tata Air - JAKUT,Pengendali banjir,Perencanaan (x-1) Tahun 2014 Zona II,"562,500,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Selatan,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,Jambore Kreatifitas Remaja,"75,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKUT",Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,"Penyediaan Jasa Internet

","12,000,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKSEL,peningkatan sarana dan prasarana Penataan Ruang,Pemeliharaan komputer dan sarana pendukungnya,"20,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Peternakan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Rembug KTNA,"50,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program pelayanan kontrasepsi,Pendistribusian Alat Kontrasepsi dan Non Kontrasepsi,"27,456,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Cendrawasih,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Cetakan dan Penggandaan,"28,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Pengembangan Industri,Program peningkatan kesempatan kerja,Fasilitasi Hasil Lulusan PPKPI,"200,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 1,Program pelayanan dan rehabilitasi sosial,Pembinaan fisik dan mental spiritual,"86,400,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 5,Program pelayanan dan rehabilitasi sosial,PERAWATAN KEBERSIHAN WBS,"100,790,000"
2013,1.03,PEKERJAAN UMUM,Unit Pengolahan Limbah Septictank,Peningkatan sarana dan prasarana Pekerjaan Umum,Pemeliharaan Komputer (PC),"15,000,000"
2013,1.07,PERHUBUNGAN,UPT Terminal Terpadu Pulo Gebang,c. Program pembangunan Terminal Bus Pulogebang,Pengadaan Kendaraan Dinas Operasional UP. Terminal Terpadu Pulo Gebang,"700,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,"Kantor Pemberdayaan Masyarakat, Perempuan dan Keluarga Berencana Kab. Adm - Kep. Seribu",Program pelayanan kontrasepsi,Pengadaan Obat dan Alat Kontrasepsi,"50,000,000"
2013,1.24,KEARSIPAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kearsipan,Pemilihan Arsiparis Teladan Tingkat Daerah Tahun 2013,"100,000,000"
2013,1.02,KESEHATAN,Sudin Kesehatan - JAKPUS,Program penurunan angka kematian ibu dan bayi,Pengendalian dan Pembinaan KESGA,"500,000,000"
2013,1.21,KETAHANAN PANGAN,Balai Pengujian Mutu Hasil Tanaman Pangan Dan Hortikultura,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Rehab gedung dan peningkatan fungsi gudang bahan kimia,"300,000,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKPUS,Program peningkatan sarana prasarana ketenagakerjaan,Belanja Pemeliharaan Rutin/Berkala Peralatan dan Perlengkapan Kantor,"50,000,000"
2013,1.09,PERTANAHAN,DINAS TATA RUANG DAN PERTANAHAN,"Program pendataan Penguasaan, Pemilikan, Penggunaan dan Pemanfaatan Tanah (P4T)",Pendataan dan Otomasi P4T di Wilayah Jakarta Utara,"1,080,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKBAR,peningkatan sarana dan prasarana Penataan Ruang,Sewa Mesin Fotocopy,"25,000,000"
2013,1.17,KEBUDAYAAN,Museum Sejarah,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Penyediaan Barang Cetak Umum dan Khusus,"50,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKUT,peningkatan sarana dan prasarana Penataan Ruang,Pemeliharaan Peralatan dan Pelengkapan Kantor,"105,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - P. SERIBU,Program penerapan kaidah good governance dalam penyelenggaraan urusan perpustakaan,Pemilihan Abang dan None Buku (Abnonku),"200,000,000"
2013,1.08,LINGKUNGAN HIDUP,Balai Proteksi Tanaman,Program peningkatan peran serta masyarakat dalam pengelolaan Lingkungan Hidup,Pemasyarakatan Pengendalian OPT dan pemanfaatan biopestisida ramah lingkungan,"150,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKUT,Program pembangunan fasilitas perhubungan,Pemindahan/penggeseran MCB,"50,000,000"
2013,1.17,KEBUDAYAAN,Sudin Kebudayaan - JAKPUS,8. Program peningkatan sarana prasarana Kebudayaan,Pengadaan Alat Musik Marawis bagi Organisasi Kesenian/Sekolah di Kelurahan Cidenng,"5,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan - JAKSEL,peningkatan sarana dan prasarana Penataan Ruang,Penyediaan Biaya Internet,"12,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKPUS,Program penguatan kelembagaan pengarusutamaan gender dan anak,Workshop Penguatan Organisasi Perempuan Pemberdaya Masyarakat,"250,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Menteng - JAKPUS,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,Peningkatan UKBM melalui Pemberdayaan Masyarakat,"483,098,300"
2013,1.07,PERHUBUNGAN,DINAS PERHUBUNGAN,d. Program peningkatan angkutan umum penyeberangan dari dan ke Kepulauan Seribu,Pembangunan Fasilitas Penunjang di Pelabuhan Muara Angke,"5,710,493,947"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",SEKRETARIAT DAERAH,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Laporan Pertanggunjawaban anggaran belanja Sedaprov DKI Jakarta,"200,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKPUS,Program Pengembangan Penerangan Jalan dan Sarana Umum,Pemasangan Bentangan Ucapan Hari Raya Imlek,"50,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kearsipan,Monitoring Kearsipan bagi UKPD di wilayah Kota Adm. Jakarta Sealtan,"85,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKPUS,Program perencanaan pembangunan sarana prasarana kota,Evaluasi RW Kumuh Jakarta Pusat,"100,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pertamanan - JAKPUS,Program peningkatan kualitas ruang terbuka hijau,Pengadaan Pohon Pelindung,"150,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKBAR,Program Pembinaan dan Pemasyarakatan Olahraga,Pengiriman Jakarta International 10 K ke Tingkat Provinsi DKI Jakarta,"105,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ciracas Jakarta Timur,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Penyediaan Konsumsi Kudapan Karyawan Gelanggang Olahraga Ciracas Jakarta Timur,"30,000,000"
